Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
XP_026811283,ref|XP_026811283.1| histone-lysine N-methyltransferase SETMAR-like [Rhopalosiphum maidis],350,1,350,1,315,102
CAH1996019,emb|CAH1996019.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1671002.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,321,100
CAF1456077,emb|CAF1456077.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,105
CAF1538977,emb|CAF1538977.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1690503.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,103
XP_020297563,ref|XP_020297563.1| histone-lysine N-methyltransferase SETMAR-like [Pseudomyrmex gracilis],349,1,348,1,339,106
CAH1961298,emb|CAH1961298.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1621299.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],345,7,351,98,419,97
GFO14727,dbj|GFO14727.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],283,88,351,1,283,106
KAF6346901,gb|KAF6346901.1| hypothetical protein mPipKuh1_010636 [Pipistrellus kuhlii],345,6,349,5,339,100
CAF1356544,emb|CAF1356544.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1649411.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
KAG6795506,gb|KAG6795506.1| Ammar1 transposase [Apis mellifera caucasica],350,1,349,1,336,110
CAF1525748,emb|CAF1525748.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1689115.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,103
UYV66822,gb|UYV66822.1| PLCE1 [Cordylochernes scorpioides],346,6,350,2,330,128
XP_037564471,ref|XP_037564471.1| histone-lysine N-methyltransferase SETMAR-like [Dermacentor silvarum],312,6,317,3,311,112
XP_049307894,ref|XP_049307894.1| histone-lysine N-methyltransferase SETMAR-like isoform X2 [Bactrocera dorsalis] >ref|XP_049307895.1| histone-lysine N-methyltransferase SETMAR-like isoform X2 [Bactrocera dorsalis],348,1,348,1,336,114
CAF2957459,emb|CAF2957459.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3359273.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3783802.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF4702504.1| unnamed protein product [Rotaria sp. Silwood2],335,17,350,4,335,106
CAH1972707,emb|CAH1972707.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1650992.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],324,28,351,1,309,99
GFR80918,dbj|GFR80918.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],318,37,351,2,316,121
CAF1495077,emb|CAF1495077.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,101
KAJ4447820,gb|KAJ4447820.1| hypothetical protein ANN_09828 [Periplaneta americana],321,2,320,234,533,113
XP_012054837,ref|XP_012054837.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Atta cephalotes],349,1,349,1,337,115
GBP76926,dbj|GBP76926.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],279,2,280,7,285,106
XP_054158390,ref|XP_054158390.1| histone-lysine N-methyltransferase SETMAR-like [Oppia nitens],343,7,348,17,348,107
GFW37529,dbj|GFW37529.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],291,53,343,359,649,119
UYV80511,gb|UYV80511.1| hypothetical protein LAZ67_19000393 [Cordylochernes scorpioides],346,6,350,1,282,102
UYV80511,gb|UYV80511.1| hypothetical protein LAZ67_19000393 [Cordylochernes scorpioides],126,54,179,289,413,46
XP_052753346,ref|XP_052753346.1| histone-lysine N-methyltransferase SETMAR-like [Galleria mellonella],306,47,351,9,310,106
CAF1051100,emb|CAF1051100.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1365204.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,103
UYV69451,"gb|UYV69451.1| hypothetical protein LAZ67_6003646, partial [Cordylochernes scorpioides]",294,1,294,1,291,115
UYV69451,"gb|UYV69451.1| hypothetical protein LAZ67_6003646, partial [Cordylochernes scorpioides]",133,149,279,291,420,35
UYV71503,gb|UYV71503.1| hypothetical protein LAZ67_8003522 [Cordylochernes scorpioides],324,28,350,1,277,115
KFD67975,gb|KFD67975.1| hypothetical protein M514_19852 [Trichuris suis],282,3,284,6,287,116
CAF1107780,emb|CAF1107780.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1543932.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,102
XP_065650452,ref|XP_065650452.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],339,14,351,28,356,100
UYV81448,gb|UYV81448.1| hypothetical protein LAZ67_20001231 [Cordylochernes scorpioides],290,60,345,14,303,119
UYV63572,gb|UYV63572.1| hypothetical protein LAZ67_2004768 [Cordylochernes scorpioides],298,54,345,72,369,118
UYV63572,gb|UYV63572.1| hypothetical protein LAZ67_2004768 [Cordylochernes scorpioides],162,190,351,524,685,79
KAJ4426501,gb|KAJ4426501.1| hypothetical protein ANN_27315 [Periplaneta americana],339,3,340,339,635,121
XP_025266507,ref|XP_025266507.1| histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus],332,18,348,18,339,111
UYV71106,gb|UYV71106.1| hypothetical protein LAZ67_8001723 [Cordylochernes scorpioides],274,5,277,348,620,108
CAK6443035,emb|CAK6443035.1| unnamed protein product [Pipistrellus nathusii],345,6,349,5,339,100
CAF1356725,emb|CAF1356725.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1649483.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,104
UYV81304,gb|UYV81304.1| hypothetical protein LAZ67_20000708 [Cordylochernes scorpioides],299,28,326,89,385,113
UYV64612,gb|UYV64612.1| hypothetical protein LAZ67_3001311 [Cordylochernes scorpioides],320,5,324,382,667,117
UYV64612,gb|UYV64612.1| hypothetical protein LAZ67_3001311 [Cordylochernes scorpioides],322,28,349,1,288,109
XP_025154440,ref|XP_025154440.1| histone-lysine N-methyltransferase SETMAR-like [Harpegnathos saltator],351,1,351,1,307,108
XP_050452403,ref|XP_050452403.1| histone-lysine N-methyltransferase SETMAR-like [Cataglyphis hispanica],351,1,350,1,339,104
XP_049307892,ref|XP_049307892.1| histone-lysine N-methyltransferase SETMAR-like isoform X1 [Bactrocera dorsalis],348,1,348,31,366,114
EYB97240,gb|EYB97240.1| hypothetical protein Y032_0142g2313 [Ancylostoma ceylanicum],347,4,349,3,339,111
CAF1115050,emb|CAF1115050.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1447939.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
GFT73057,dbj|GFT73057.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],330,21,349,92,407,108
XP_019581363,ref|XP_019581363.1| PREDICTED: histone-lysine N-methyltransferase SETMAR [Rhinolophus sinicus] >ref|XP_019581364.1| PREDICTED: histone-lysine N-methyltransferase SETMAR [Rhinolophus sinicus] >ref|XP_019581365.1| PREDICTED: histone-lysine N-methyltransferase SETMAR [Rhinolophus sinicus],346,5,350,7,341,102
UYV69465,gb|UYV69465.1| hypothetical protein LAZ67_6003692 [Cordylochernes scorpioides],319,1,318,360,659,124
CAH2099451,emb|CAH2099451.1| unnamed protein product [Euphydryas editha],350,3,350,6,345,115
UYV63722,gb|UYV63722.1| hypothetical protein LAZ67_2005429 [Cordylochernes scorpioides],272,52,322,772,1042,113
CAF1532497,emb|CAF1532497.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1689804.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
XP_055426100,ref|XP_055426100.1| histone-lysine N-methyltransferase SETMAR-like [Bubalus kerabau],351,1,350,282,616,105
CAH2093074,emb|CAH2093074.1| unnamed protein product [Euphydryas editha],349,3,349,6,344,110
CAH2103786,emb|CAH2103786.1| unnamed protein product [Euphydryas editha],350,3,350,6,344,111
WKY02801,gb|WKY02801.1| hypothetical protein Q1695_016238 [Nippostrongylus brasiliensis],348,2,349,7,342,103
XP_017796825,ref|XP_017796825.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Habropoda laboriosa],347,5,350,38,374,102
KAG5330757,"gb|KAG5330757.1| SETMR methyltransferase, partial [Acromyrmex heyeri]",315,38,351,1,280,117
XP_065663076,ref|XP_065663076.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],347,5,350,21,357,109
XP_043330063,ref|XP_043330063.1| histone-lysine N-methyltransferase SETMAR-like [Cervus canadensis],351,1,350,242,576,104
UYV84861,gb|UYV84861.1| hypothetical protein LAZ67_X003748 [Cordylochernes scorpioides],319,5,322,34,306,111
XP_017791914,ref|XP_017791914.1| PREDICTED: LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETMAR-like [Habropoda laboriosa],347,5,350,4,341,102
XP_045021248,ref|XP_045021248.1| histone-lysine N-methyltransferase SETMAR [Bubalus bubalis],351,1,350,254,588,105
KAJ4445799,"gb|KAJ4445799.1| hypothetical protein ANN_12484, partial [Periplaneta americana]",271,83,351,440,710,116
XP_025262633,ref|XP_025262633.1| histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus],331,19,348,90,410,110
XP_053202128,ref|XP_053202128.1| histone-lysine N-methyltransferase SETMAR-like [Panonychus citri],351,1,350,1,341,111
CAH03739,emb|CAH03739.1| transposase [Messor bouvieri],350,3,350,6,345,117
XP_037915044,ref|XP_037915044.1| histone-lysine N-methyltransferase SETMAR-like [Hermetia illucens],348,3,349,6,342,103
GFN84011,dbj|GFN84011.1| hypothetical protein PoB_001051700 [Plakobranchus ocellatus],367,4,351,9,322,115
GFO05057,dbj|GFO05057.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],344,38,351,1,344,115
CAF3051812,emb|CAF3051812.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4156726.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4278945.1| unnamed protein product [Rotaria sp. Silwood2],349,1,349,1,337,109
CAH2105610,emb|CAH2105610.1| unnamed protein product [Euphydryas editha],350,3,350,6,345,110
UYV75280,gb|UYV75280.1| hypothetical protein LAZ67_12003281 [Cordylochernes scorpioides],298,49,345,1,279,115
UYV75280,gb|UYV75280.1| hypothetical protein LAZ67_12003281 [Cordylochernes scorpioides],363,1,350,411,756,72
KMQ85296,gb|KMQ85296.1| transposase [Lasius niger],350,3,350,6,345,111
UYV76155,gb|UYV76155.1| hypothetical protein LAZ67_13002887 [Cordylochernes scorpioides],345,1,342,1,305,111
EYC35817,gb|EYC35817.1| hypothetical protein Y032_0975g3267 [Ancylostoma ceylanicum],347,4,349,204,540,112
UYV82536,gb|UYV82536.1| hypothetical protein LAZ67_21002715 [Cordylochernes scorpioides],255,5,258,237,490,106
KAI6648692,gb|KAI6648692.1| Transposase [Oopsacas minuta],350,2,350,6,355,106
XP_047991507,ref|XP_047991507.1| uncharacterized protein LOC125230412 [Leguminivora glycinivorella],277,3,279,1,277,111
GFS20534,dbj|GFS20534.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],314,29,337,1,309,117
CAF1552941,emb|CAF1552941.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1691924.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,102
CAK6448671,emb|CAK6448671.1| unnamed protein product [Pipistrellus nathusii],345,6,349,5,339,101
GFS80586,dbj|GFS80586.1| protein GVQW3 [Trichonephila clavipes],293,1,293,1,290,112
CAF1085957,emb|CAF1085957.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1465555.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
XP_054155970,ref|XP_054155970.1| histone-lysine N-methyltransferase SETMAR-like [Oppia nitens],349,2,349,110,458,112
GFN92600,dbj|GFN92600.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],333,38,351,1,298,109
XP_018059296,ref|XP_018059296.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Atta colombica],349,1,349,1,337,115
UYV74009,gb|UYV74009.1| hypothetical protein LAZ67_11001809 [Cordylochernes scorpioides],258,5,261,37,293,109
XP_043587398,ref|XP_043587398.1| histone-lysine N-methyltransferase SETMAR-like [Bombus pyrosoma],350,1,349,1,340,107
KAF2348248,gb|KAF2348248.1| Transposase type 1 [Trinorchestia longiramus],351,1,350,1,341,103
XP_049521685,ref|XP_049521685.1| histone-lysine N-methyltransferase SETMAR-like [Dermacentor silvarum],285,3,287,1,285,121
UYV76531,gb|UYV76531.1| hypothetical protein LAZ67_14001018 [Cordylochernes scorpioides],271,81,350,1,261,107
UYV76531,gb|UYV76531.1| hypothetical protein LAZ67_14001018 [Cordylochernes scorpioides],70,36,105,280,349,33
CAH1986792,emb|CAH1986792.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1630559.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,314,100
CAF4269631,emb|CAF4269631.1| unnamed protein product [Rotaria sp. Silwood2],349,1,349,1,337,108
KAF6363070,gb|KAF6363070.1| hypothetical protein mPipKuh1_010068 [Pipistrellus kuhlii],334,6,338,5,328,98
XP_043263435,ref|XP_043263435.1| uncharacterized protein LOC122403769 [Colletes gigas],324,27,349,1226,1539,113
XP_032963967,ref|XP_032963967.1| histone-lysine N-methyltransferase SETMAR [Rhinolophus ferrumequinum] >gb|KAF6352387.1| hypothetical protein mRhiFer1_015139 [Rhinolophus ferrumequinum],347,5,350,7,341,103
UYV65641,gb|UYV65641.1| hypothetical protein LAZ67_3004938 [Cordylochernes scorpioides],293,48,340,270,560,114
UYV65641,gb|UYV65641.1| hypothetical protein LAZ67_3004938 [Cordylochernes scorpioides],214,85,287,74,230,43
UYV69544,gb|UYV69544.1| hypothetical protein LAZ67_6003932 [Cordylochernes scorpioides],316,22,336,66,379,108
XP_018347237,ref|XP_018347237.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex septentrionalis],324,1,323,1,310,111
CAF3022775,emb|CAF3022775.1| unnamed protein product [Rotaria sp. Silwood2],344,8,350,6,346,103
EYC35818,gb|EYC35818.1| hypothetical protein Y032_0975g3267 [Ancylostoma ceylanicum],347,4,349,194,530,112
GFR58602,dbj|GFR58602.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],294,5,297,16,309,117
UYV69543,gb|UYV69543.1| hypothetical protein LAZ67_6003931 [Cordylochernes scorpioides],316,22,336,66,379,108
UYV61411,gb|UYV61411.1| hypothetical protein LAZ67_1004761 [Cordylochernes scorpioides],303,28,329,1,283,115
CAH2004492,emb|CAH2004492.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1674097.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],348,1,348,1,315,103
CAF3142115,emb|CAF3142115.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3474648.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4545394.1| unnamed protein product [Rotaria sp. Silwood2],343,9,350,7,345,101
KAG6803976,gb|KAG6803976.1| Ammar1 transposase [Apis mellifera caucasica],350,1,349,1,340,109
UYV85184,gb|UYV85184.1| hypothetical protein LAZ67_X004851 [Cordylochernes scorpioides],347,1,345,1,307,110
UYV85184,gb|UYV85184.1| hypothetical protein LAZ67_X004851 [Cordylochernes scorpioides],277,18,294,371,645,106
XP_065799354,ref|XP_065799354.1| histone-lysine N-methyltransferase SETMAR-like [Muntiacus reevesi],351,1,350,200,534,105
3HOS_A,"pdb|3HOS|A Chain A, Transposable element mariner, complete cds [Drosophila mauritiana] >pdb|3HOS|B Chain B, Transposable element mariner, complete cds [Drosophila mauritiana] >pdb|3HOT|A Chain A, Transposable element mariner, complete cds [Drosophila mauritiana] >pdb|3HOT|B Chain B, Transposable element mariner, complete cds [Drosophila mauritiana] >pdb|4R79|A Chain A, Mariner Mos1 transposase [Drosophila mauritiana] >pdb|4R79|B Chain B, Mariner Mos1 transposase [Drosophila mauritiana] >pdb|5HOO|A Chain A, Mariner Mos1 transposase [Drosophila mauritiana] >pdb|5HOO|B Chain B, Mariner Mos1 transposase [Drosophila mauritiana]",350,3,350,6,345,110
CAF4016361,emb|CAF4016361.1| unnamed protein product [Rotaria sp. Silwood1],341,11,350,4,341,99
QRH16697,gb|QRH16697.1| transposase [Mayetiola hordei],348,5,350,10,347,115
UYV77125,gb|UYV77125.1| hypothetical protein LAZ67_14003362 [Cordylochernes scorpioides],313,2,313,7,319,118
GBP54056,dbj|GBP54056.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],326,2,327,168,451,112
XP_060845360,ref|XP_060845360.1| protein GVQW3-like [Rhopalosiphum padi],275,7,280,6,279,107
GFU20501,dbj|GFU20501.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],275,3,276,8,281,111
CAF2828347,emb|CAF2828347.1| unnamed protein product [Rotaria sp. Silwood2],349,3,350,1,346,100
XP_025996530,ref|XP_025996530.2| protein GVQW3-like [Solenopsis invicta],287,6,292,5,289,103
UYV75977,gb|UYV75977.1| hypothetical protein LAZ67_13002008 [Cordylochernes scorpioides],238,114,350,1,237,95
UYV75977,gb|UYV75977.1| hypothetical protein LAZ67_13002008 [Cordylochernes scorpioides],100,24,123,242,341,34
KAK3084951,gb|KAK3084951.1| hypothetical protein FSP39_021962 [Pinctada imbricata],350,7,351,9,351,128
UYV71132,gb|UYV71132.1| RAD54L2 [Cordylochernes scorpioides],256,48,302,1304,1558,112
XP_065645562,"ref|XP_065645562.1| histone-lysine N-methyltransferase SETMAR-like, partial [Hydra vulgaris]",347,5,350,14,350,108
AAC16613,gb|AAC16613.1| transposase [Drosophila simulans],350,3,350,6,345,109
XP_065665465,ref|XP_065665465.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],345,8,351,8,342,102
XP_026318552,ref|XP_026318552.1| histone-lysine N-methyltransferase SETMAR-like [Hyposmocoma kahamanoa],305,10,314,6,285,117
XP_023224811,ref|XP_023224811.1| LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus],336,15,349,4,329,107
GFX60810,dbj|GFX60810.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],314,38,350,1,291,118
UYV65299,gb|UYV65299.1| Tdc2 [Cordylochernes scorpioides],296,6,300,2,293,121
KAG7296502,gb|KAG7296502.1| hypothetical protein JYU34_020276 [Plutella xylostella],349,3,350,1,339,110
XP_026760939,ref|XP_026760939.1| histone-lysine N-methyltransferase SETMAR-like [Galleria mellonella],352,1,351,1,349,107
UYV79066,gb|UYV79066.1| hypothetical protein LAZ67_17000982 [Cordylochernes scorpioides],267,5,270,231,496,108
XP_026825050,ref|XP_026825050.1| histone-lysine N-methyltransferase SETMAR-like [Ooceraea biroi],339,12,349,1,329,117
KAF6382444,gb|KAF6382444.1| hypothetical protein mPipKuh1_008824 [Pipistrellus kuhlii],345,6,349,5,339,98
XP_026827850,ref|XP_026827850.1| histone-lysine N-methyltransferase SETMAR-like [Ooceraea biroi],352,1,351,1,340,99
GFX44862,dbj|GFX44862.1| uncharacterized protein C05D11.1 [Trichonephila clavipes],318,17,328,201,515,111
XP_043731194,ref|XP_043731194.1| histone-lysine N-methyltransferase SETMAR-like isoform X2 [Cervus elaphus],348,4,350,6,337,103
XP_043731193,ref|XP_043731193.1| histone-lysine N-methyltransferase SETMAR-like isoform X1 [Cervus elaphus],348,4,350,23,354,103
MDR3550226,gb|MDR3550226.1| hypothetical protein [Candidatus Babeliales bacterium],349,6,350,1,346,108
CAF2566771,emb|CAF2566771.1| unnamed protein product [Rotaria sp. Silwood2],343,9,350,7,345,104
UYV83289,gb|UYV83289.1| hypothetical protein LAZ67_23000414 [Cordylochernes scorpioides],282,6,287,5,284,111
GBO35832,dbj|GBO35832.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus] >dbj|GBO35834.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],305,2,302,7,309,114
UYV74892,gb|UYV74892.1| hypothetical protein LAZ67_12001701 [Cordylochernes scorpioides],313,31,342,151,462,110
UYV74892,gb|UYV74892.1| hypothetical protein LAZ67_12001701 [Cordylochernes scorpioides],122,225,345,29,150,44
PSN53782,gb|PSN53782.1| Histone-lysine N-methyltransferase SETMAR [Blattella germanica],333,19,350,9,339,110
XP_066906623,ref|XP_066906623.1| histone-lysine N-methyltransferase SETMAR-like [Halyomorpha halys],352,1,351,1,342,109
XP_003704143,ref|XP_003704143.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Megachile rotundata],351,1,350,1,339,96
XP_065650883,ref|XP_065650883.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],334,18,350,1,324,106
KAB0374381,gb|KAB0374381.1| hypothetical protein FD755_014637 [Muntiacus reevesi],351,1,350,15,349,105
GFW18407,dbj|GFW18407.1| mariner Mos1 transposase [Trichonephila clavipes],295,55,349,1,295,113
XP_065664681,ref|XP_065664681.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],345,8,351,8,338,100
KAG7295583,gb|KAG7295583.1| hypothetical protein JYU34_021828 [Plutella xylostella],349,3,350,1,339,110
UYV62495,gb|UYV62495.1| hypothetical protein LAZ67_2000790 [Cordylochernes scorpioides],270,28,294,1,269,111
QRH16693,gb|QRH16693.1| transposase [Mayetiola destructor],348,5,350,10,347,114
UYV71165,"gb|UYV71165.1| hypothetical protein LAZ67_8001971, partial [Cordylochernes scorpioides]",292,28,318,1,285,118
UYV71165,"gb|UYV71165.1| hypothetical protein LAZ67_8001971, partial [Cordylochernes scorpioides]",157,23,179,262,417,54
UYV84101,gb|UYV84101.1| hypothetical protein LAZ67_X001176 [Cordylochernes scorpioides],389,6,351,1,383,129
CAF1331643,emb|CAF1331643.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1641319.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,105
CAF3931805,emb|CAF3931805.1| unnamed protein product [Rotaria sordida],336,16,350,3,335,101
UYV76602,gb|UYV76602.1| hypothetical protein LAZ67_14001427 [Cordylochernes scorpioides],301,31,331,47,345,116
UYV66892,gb|UYV66892.1| hypothetical protein LAZ67_4003248 [Cordylochernes scorpioides],303,39,337,108,409,122
KAJ4443498,gb|KAJ4443498.1| hypothetical protein ANN_05170 [Periplaneta americana],314,28,340,1,312,122
CAF3943851,emb|CAF3943851.1| unnamed protein product [Rotaria sp. Silwood1],343,9,350,7,345,107
GFW38353,dbj|GFW38353.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],314,38,350,1,289,120
CAF0943817,emb|CAF0943817.1| unnamed protein product [Rotaria sordida] >emb|CAF1055266.1| unnamed protein product [Rotaria sordida] >emb|CAF1222397.1| unnamed protein product [Rotaria sordida] >emb|CAF4019109.1| unnamed protein product [Rotaria sordida],343,9,350,7,346,101
AAC16610,gb|AAC16610.1| transposase [Drosophila simulans] >gb|AAC16611.1| transposase [Drosophila simulans] >gb|AAC16615.1| transposase [Drosophila simulans],350,3,350,6,345,109
GFX68770,dbj|GFX68770.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],279,3,280,8,285,110
UYV76633,gb|UYV76633.1| hypothetical protein LAZ67_14001537 [Cordylochernes scorpioides],264,88,350,24,284,101
UYV76633,gb|UYV76633.1| hypothetical protein LAZ67_14001537 [Cordylochernes scorpioides],87,64,150,289,375,29
XP_035720610,ref|XP_035720610.1| histone-lysine N-methyltransferase SETMAR-like [Vespa mandarinia],350,1,349,1,340,104
KAG7299827,gb|KAG7299827.1| hypothetical protein JYU34_016845 [Plutella xylostella],349,3,350,1,339,109
UYV80833,gb|UYV80833.1| hypothetical protein LAZ67_19001925 [Cordylochernes scorpioides],331,21,351,660,956,115
KAB0366789,gb|KAB0366789.1| hypothetical protein FD754_010945 [Muntiacus muntjak],351,1,350,8,342,105
UYV68865,gb|UYV68865.1| hypothetical protein LAZ67_6001340 [Cordylochernes scorpioides],254,51,303,3,255,114
UYV68865,gb|UYV68865.1| hypothetical protein LAZ67_6001340 [Cordylochernes scorpioides],240,5,244,371,609,99
CAH2011122,emb|CAH2011122.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1652149.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,867,1185,106
GFO11972,dbj|GFO11972.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],281,5,266,21,301,102
UYV71433,gb|UYV71433.1| hypothetical protein LAZ67_8003173 [Cordylochernes scorpioides],290,34,322,135,391,107
UYV71433,gb|UYV71433.1| hypothetical protein LAZ67_8003173 [Cordylochernes scorpioides],108,7,114,10,112,27
PIC48334,gb|PIC48334.1| hypothetical protein B9Z55_007346 [Caenorhabditis nigoni],348,1,348,1,336,106
AEZ51500,gb|AEZ51500.1| transposase [Cloning vector pSLIE1-3_Mos1mariner_ORF],350,3,350,6,345,110
CAF1932712,emb|CAF1932712.1| unnamed protein product [Rotaria magnacalcarata],337,13,349,74,398,110
CAF1932712,emb|CAF1932712.1| unnamed protein product [Rotaria magnacalcarata],66,121,186,10,73,20
KAJ4445923,gb|KAJ4445923.1| hypothetical protein ANN_12609 [Periplaneta americana],299,3,300,7,278,118
KAF2359240,gb|KAF2359240.1| Transposase type 1 [Trinorchestia longiramus],351,1,350,1,341,105
XP_043498381,ref|XP_043498381.1| histone-lysine N-methyltransferase SETMAR-like [Polistes fuscatus],339,3,340,6,333,100
KAF2357497,gb|KAF2357497.1| Transposase type 1 [Trinorchestia longiramus],351,1,350,1,341,107
UYV82375,gb|UYV82375.1| hypothetical protein LAZ67_21001863 [Cordylochernes scorpioides],295,56,350,232,497,115
XP_020298402,ref|XP_020298402.1| histone-lysine N-methyltransferase SETMAR-like [Pseudomyrmex gracilis],349,1,348,1,339,112
XP_026475516,ref|XP_026475516.1| histone-lysine N-methyltransferase SETMAR-like [Ctenocephalides felis],339,12,349,1,328,100
APL98297,gb|APL98297.1| putative DD34D transposase [Bactrocera tryoni],351,2,350,5,345,113
GFY27917,dbj|GFY27917.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],257,3,258,8,263,106
CAF4232124,emb|CAF4232124.1| unnamed protein product [Rotaria sp. Silwood2],349,3,350,1,346,101
UYV74448,gb|UYV74448.1| K02A2.6-like [Cordylochernes scorpioides],309,6,313,1,282,116
UYV82487,gb|UYV82487.1| hypothetical protein LAZ67_21002482 [Cordylochernes scorpioides],340,1,339,1,298,109
UYV82487,gb|UYV82487.1| hypothetical protein LAZ67_21002482 [Cordylochernes scorpioides],217,135,351,283,447,58
GFU44767,dbj|GFU44767.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],319,3,320,8,284,116
GBP26656,dbj|GBP26656.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],350,2,351,7,324,111
CAF1528576,emb|CAF1528576.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1689402.1| unnamed protein product [Rotaria sp. Silwood1],344,9,350,7,345,104
XP_045540872,ref|XP_045540872.1| histone-lysine N-methyltransferase SETMAR-like [Papilio machaon],349,3,350,1,339,112
XP_023220365,ref|XP_023220365.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus],304,48,351,2,295,115
MEW8546035,gb|MEW8546035.1| hypothetical protein [Candidatus Thiodiazotropha sp.],335,20,351,1,333,117
